des,type,p,q,soi,a,e,i,q
K15VG6G, resonant,2,1, S,47.805,0.21,17.175,37.76595
K15VG6H, resonant,2,1, S,47.75,0.315,3.39,32.70875
K15VG6J, resonant,2,1, S,47.595,0.296,3.653,33.50688
K15VG6K, resonant,2,1, S,48.039,0.203,2.323,38.287083
K15VG6L, resonant,2,1, S,47.796,0.322,5.457,32.405688
K15VG6O, resonant,4,1, I,75.699,0.491,11.273,38.530791
K15VG6Q, resonant,7,4, S,43.663,0.048,2.023,41.567176
K15VG6R, resonant,7,4, S,43.576,0.168,6.834,36.255232
K15VG6S, resonant,7,4, S,43.669,0.133,2.737,37.861023
K15VG6T, resonant,7,4, S,43.697,0.202,8.267,34.870206
K15VG6U, resonant,7,4, S,43.709,0.088,3.555,39.862608
K15VG6V, resonant,7,4, S,43.683,0.077,2.763,40.319409
K15VG6W, resonant,7,4, S,43.655,0.092,1.519,39.63874
K15VG6X, resonant,7,4, S,43.583,0.125,3.072,38.135125
K15VG6Y, resonant,7,4, S,43.66,0.074,1.229,40.42916
K15VG6Z, resonant,7,4, SH,43.686,0.062,4.466,40.977468
K15VG7A, resonant,7,4, S,43.693,0.095,11.389,39.542165
K15VG7B, resonant,7,4, S,43.642,0.069,2.939,40.630702
K15VG7C, resonant,7,4, S,43.696,0.14,3.698,37.57856
K15VG7F, resonant,5,2, S,55.507,0.273,36.662,40.353589
K15VG7H, resonant,5,3, S,42.292,0.14,0.675,36.37112
K15VG7J, resonant,5,3, S,42.19,0.206,3.51,33.49886
K15VG7S, resonant,35,8, S,80.484,0.514,7.111,39.115224
K15VG7T, resonant,13,6, S,50.373,0.19,6.207,40.80213
K15VG7U, classical, m,0, I,46.271,0.174,4.964,38.219846
K15VG7V, resonant,16,9, S,44.14,0.144,11.931,37.78384
K15VG7Y, classical, i,0, S,38.803,0.017,34.957,38.143349
K15VG8P, classical, m,0, S,45.494,0.004,2.003,45.312024
K15VG8Q, classical, m,0, S,43.546,0.043,0.251,41.673522
K15VG8R, classical, m,0, S,44.405,0.071,1.676,41.252245
K15VG8S, classical, m,0, S,46.857,0.179,3.496,38.469597
K15VG8T, classical, m,0, S,45.29,0.035,1.202,43.70485
K15VG8U, classical, m,0, S,44.353,0.072,1.159,41.159584
K15VG8V, classical, m,0, S,45.487,0.061,2.119,42.712293
K15VG8W, classical, m,0, S,42.671,0.042,1.954,40.878818
K15VG8X, classical, m,0, S,43.114,0.028,2.651,41.906808
K15VG8Y, classical, m,0, S,42.782,0.022,1.757,41.840796
K15VG8Z, classical, m,0, S,44.192,0.15,6.208,37.5632
K15VG9A, classical, m,0, S,43.87,0.039,2.176,42.15907
K15VG9B, classical, m,0, S,44.007,0.08,2.082,40.48644
K15VG9C, classical, m,0, S,43.474,0.173,2.504,35.952998
K15VG9D, classical, m,0, S,42.742,0.056,2.245,40.348448
K15VG9E, classical, m,0, S,44.311,0.033,2.527,42.848737
K15VG9F, classical, m,0, S,43.831,0.06,3.195,41.20114
K15VG9G, classical, m,0, S,46.573,0.055,2.181,44.011485
K15VG9H, classical, m,0, S,42.879,0.027,2.522,41.721267
K15VG9J, classical, m,0, S,42.9,0.061,2.885,40.2831
K15VG9K, classical, m,0, S,43.801,0.06,2.335,41.17294
K15VG9L, classical, m,0, S,44.874,0.106,7.085,40.117356
K15VG9N, classical, m,0, S,42.503,0.034,6.173,41.057898
K15VG9O, classical, m,0, S,45.648,0.116,3.782,40.352832
K15VG9P, classical, m,0, S,42.68,0.058,3.594,40.20456
K15VG9Q, classical, m,0, S,43.854,0.032,0.71,42.450672
K15VG9R, classical, m,0, S,42.661,0.155,17.233,36.048545
K15VG9S, classical, m,0, S,43.384,0.041,1.446,41.605256
K15VG9T, classical, m,0, S,43.799,0.075,1.301,40.514075
K15VG9U, classical, m,0, S,42.508,0.028,1.588,41.317776
K15VG9V, classical, m,0, S,42.992,0.08,3.004,39.55264
K15VG9W, classical, m,0, S,45.239,0.181,17.953,37.050741
K15VG9X, classical, m,0, S,43.907,0.059,3.182,41.316487
K15VG9Y, classical, m,0, S,46.778,0.154,11.209,39.574188
K15VG9Z, classical, m,0, S,45.262,0.087,1.684,41.324206
K15VH0A, classical, m,0, S,43.481,0.048,1.638,41.393912
K15VH0B, classical, m,0, S,43.79,0.009,2.938,43.39589
K15VH0C, classical, m,0, S,43.592,0.052,1.457,41.325216
K15VH0D, classical, m,0, S,45.66,0.157,10.118,38.49138
K15VH0E, classical, m,0, S,42.477,0.131,9.841,36.912513
K15VH0F, classical, m,0, S,42.769,0.021,2.25,41.870851
K15VH0G, classical, m,0, S,42.052,0.075,0.506,38.8981
K15VH0H, classical, m,0, S,44.779,0.063,1.305,41.957923
K15VH0J, classical, m,0, S,42.859,0.043,4.756,41.016063
K15VH0K, classical, m,0, S,43.359,0.045,2.214,41.407845
K15VH0L, classical, m,0, S,40.073,0.06,26.799,37.66862
K15VH0M, classical, m,0, S,45.262,0.129,5.728,39.423202
K15VH0N, classical, m,0, S,41.608,0.104,16.457,37.280768
K15VH0O, classical, m,0, S,43.93,0.039,2.909,42.21673
K15VH0P, classical, m,0, S,46.07,0.128,5.928,40.17304
K15VH0Q, classical, m,0, S,42.519,0.141,10.578,36.523821
K15VH0R, classical, m,0, S,43.277,0.04,1.612,41.54592
K15VH0S, classical, m,0, S,41.436,0.021,18.179,40.565844
K15VH0T, classical, m,0, S,43.431,0.026,1.157,42.301794
K15VH0U, classical, m,0, S,42.713,0.032,1.846,41.346184
K15VH0V, classical, m,0, S,43.213,0.029,0.911,41.959823
K15VH0W, classical, m,0, S,45.759,0.04,1.038,43.92864
K15VH0X, classical, m,0, S,46.659,0.067,2.647,43.532847
K15VH0Y, classical, m,0, S,43.171,0.02,1.768,42.30758
K15VH0Z, classical, m,0, S,44.25,0.087,4.19,40.40025
K15VH1A, classical, m,0, S,42.932,0.038,1.208,41.300584
K15VH1B, classical, m,0, S,43.816,0.079,2.389,40.354536
K15VH1C, classical, m,0, S,44.427,0.054,3.593,42.027942
K15VH1D, classical, m,0, S,46.535,0.107,2.792,41.555755
K15VH1E, classical, m,0, S,43.983,0.089,1.826,40.068513
K15VH1F, classical, m,0, S,42.704,0.097,18.126,38.561712
K15VH1G, classical, m,0, S,42.595,0.019,6.109,41.785695
K15VH1H, classical, m,0, S,44.858,0.099,2.46,40.417058
K15VH1J, classical, m,0, S,46.289,0.167,21.688,38.558737
K15VH1K, classical, m,0, S,43.138,0.067,5.127,40.247754
K15VH1L, classical, m,0, S,46.848,0.044,1.599,44.786688
K15VH1M, classical, m,0, S,43.999,0.101,2.044,39.555101
K15VH1N, classical, m,0, S,43.72,0.031,2.63,42.36468
K15VH1O, classical, m,0, S,44.068,0.055,2.864,41.64426
K15VH1P, classical, m,0, S,43.339,0.045,3.941,41.388745
K15VH1Q, classical, m,0, S,45.187,0.122,13.289,39.674186
K15VH1R, classical, m,0, S,45.167,0.066,5.659,42.185978
K15VH1S, classical, m,0, S,44.149,0.077,2.95,40.749527
K15VH1T, classical, m,0, S,43.343,0.048,2.355,41.262536
K15VH1U, classical, m,0, S,43.61,0.019,2.605,42.78141
K15VH1V, classical, m,0, S,45.892,0.172,2.735,37.998576
K15VH1W, classical, m,0, S,43.254,0.005,2.351,43.03773
K15VH1X, classical, m,0, S,45.213,0.106,6.566,40.420422
K15VH1Y, classical, m,0, S,43.103,0.026,3.004,41.982322
K15VH1Z, classical, m,0, S,44.293,0.086,2.826,40.483802
K15VH2A, classical, m,0, S,44.216,0.067,3.008,41.253528
K15VH2C, classical, m,0, S,46.738,0.139,4.071,40.241418
K15VH2D, classical, m,0, I,42.08,0.118,5.12,37.11456
K15VH2E, classical, m,0, S,43.823,0.067,3.699,40.886859
K15VH2F, classical, m,0, S,43.432,0.022,2.924,42.476496
K15VH2G, classical, m,0, S,44.014,0.087,3.429,40.184782
K15VH2H, classical, m,0, S,43.865,0.067,2.878,40.926045
K15VH2J, classical, m,0, S,43.92,0.081,1.448,40.36248
K15VH2K, classical, m,0, S,45.974,0.131,1.937,39.951406
K15VH2L, classical, m,0, S,43.601,0.11,3.698,38.80489
K15VH2M, classical, m,0, S,45.863,0.078,1.501,42.285686
K15VH2N, classical, m,0, S,45.625,0.051,2.022,43.298125
K15VH2O, classical, m,0, S,43.417,0.124,8.626,38.033292
K15VH2P, classical, m,0, S,45.355,0.144,3.475,38.82388
K15VH2Q, classical, m,0, S,43.794,0.035,0.961,42.26121
K15VH2R, classical, m,0, S,45.444,0.033,1.592,43.944348
K15VH2S, classical, m,0, S,46.259,0.049,0.592,43.992309
K15VH2T, classical, m,0, S,44.335,0.041,0.989,42.517265
K15VH2U, classical, m,0, S,39.536,0.017,1.591,38.863888
K15VH2V, classical, m,0, S,42.572,0.165,20.027,35.54762
K15VH2W, classical, m,0, S,44.359,0.041,1.485,42.540281
K15VH2X, classical, m,0, S,43.532,0.032,2.09,42.138976
K15VH2Y, classical, m,0, S,45.347,0.039,1.749,43.578467
K15VH2Z, classical, m,0, S,43.039,0.036,2.212,41.489596
K15VH3A, classical, m,0, S,43.022,0.01,1.688,42.59178
K15VH3B, classical, m,0, S,42.552,0.026,3.255,41.445648
K15VH3C, classical, m,0, S,43.071,0.037,2.287,41.477373
K15VH3D, classical, m,0, S,44.368,0.072,1.949,41.173504
K15VH3E, classical, m,0, S,44.718,0.087,1.762,40.827534
K15VH3F, classical, m,0, S,43.388,0.067,2.292,40.481004
K15VH3G, classical, m,0, S,44.167,0.066,2.883,41.251978
K15VH3H, classical, m,0, S,43.82,0.089,2.218,39.92002
K15VH3J, classical, m,0, S,43.312,0.153,22.648,36.685264
K15VH3K, classical, m,0, S,43.706,0.059,11.688,41.127346
K15VH3L, classical, m,0, S,44.598,0.074,2.329,41.297748
K15VH3M, classical, m,0, S,43.923,0.054,2.432,41.551158
K15VH3N, classical, m,0, S,42.723,0.051,5.284,40.544127
K15VH3O, classical, m,0, S,44.863,0.153,20.891,37.998961
K15VH3P, classical, m,0, S,43.886,0.056,3.423,41.428384
K15VH3Q, classical, m,0, S,44.715,0.102,2.786,40.15407
K15VH3R, classical, m,0, S,43.57,0.028,4.209,42.35004
K15VH3S, classical, m,0, S,45.589,0.133,11.815,39.525663
K15VH3T, classical, m,0, S,43.207,0.033,3.465,41.781169
K15VI1J, classical, m,0, S,42.527,0.18,37.391,34.87214
K15VI4X, detached,0,0, I,69.539,0.34,33.59,45.89574
K15VI4Z, resonant,3,2, S,39.246,0.273,13.975,28.531842
K15VK2O, resonant,3,2, S,39.267,0.246,3.315,29.607318
K15VK2Q, classical, m,0, S,43.819,0.011,2.423,43.336991
K15VK7U, resonant,1,1, S,30.045,0.036,38.923,28.96338
K15Xm0O, resonant,5,3, SH,42.213,0.196,52.299,33.939252
K16AR8N, classical, m,0, S,46.958,0.216,6.959,36.815072
K16CS9D, detached,0,0, IH,52.965,0.254,30.612,39.51189
K16F58U, classical, m,0, I,43.321,0.144,23.875,37.082776
K16F59L, classical, m,0, S,43.205,0.028,6.927,41.99526
K16F60C, resonant,5,3, S,42.294,0.188,7.751,34.342728
K16F60D, classical, m,0, S,45.797,0.202,15.897,36.546006
K16FG4K, classical, m,0, S,44.272,0.137,27.64,38.206736
K16GR7B, resonant,17,4, I,78.961,0.491,31.302,40.191149
K16L00S, jc,0,0, S,13.275,0.605,114.364,5.243625
K16L89X, classical, m,0, S,43.174,0.14,13.518,37.12964
K16PL9N, resonant,5,3, S,42.227,0.143,12.283,36.188539
K16PM0M, resonant,17,11, I,40.132,0.165,23.146,33.51022
K16PM0N, classical, m,0, I,45.491,0.185,7.059,37.075165
K16PM0O, classical, m,0, S,42.015,0.03,28.564,40.75455
K16PM0P, classical, m,0, S,44.584,0.12,6.391,39.23392
K16PM0T, classical, m,0, S,42.378,0.082,6.242,38.903004
K16Q85P, resonant,14,5, IH,59.799,0.334,15.615,39.826134
K16Q89V, resonant,41,3, IH,171.66,0.767,21.388,39.99678
K16QD3Z, resonant,2,1, S,47.79,0.105,12.04,42.77205
K16QD4L, classical, m,0, S,43.719,0.044,8.899,41.795364
K16QD4M, classical, m,0, S,44.076,0.03,4.545,42.75372
K16QD4N, resonant,7,4, S,43.699,0.155,5.741,36.925655
K16QD4V, resonant,5,3, S,42.287,0.183,7.953,34.548479
K16QD4W, classical, m,0, S,41.907,0.063,22.861,39.266859
K16QD4X, classical, m,0, S,43.802,0.097,10.886,39.553206
K16QD4Y, classical, m,0, S,44.273,0.158,10.422,37.277866
K16QD4Z, classical, m,0, S,42.814,0.124,20.777,37.505064
K16QD5A, classical, m,0, S,46.52,0.207,27.898,36.89036
K16QD5C, classical, m,0, S,44.261,0.123,8.721,38.816897
K16QD5D, classical, m,0, S,47.321,0.139,27.444,40.743381
K16QD5E, classical, m,0, S,42.464,0.112,27.126,37.708032
K16QD5G, classical, m,0, S,47.335,0.165,23.568,39.524725
K16R81U, classical, m,0, S,43.259,0.059,3.553,40.706719
K16R81V, classical, m,0, S,45.334,0.156,21.449,38.261896
K16R81X, classical, m,0, S,44.011,0.024,4.794,42.954736
K16R82A, classical, m,0, S,43.152,0.085,12.367,39.48408
K16R82D, classical, m,0, S,45.545,0.145,25.079,38.940975
K16R82G, classical, m,0, S,42.695,0.024,3.558,41.67032
K16R82H, classical, m,0, S,44.063,0.052,2.422,41.771724
K16R82K, classical, m,0, S,42.727,0.14,20.839,36.74522
K16R82M, classical, m,0, S,45.255,0.112,29.938,40.18644
K16R82O, classical, m,0, S,45.894,0.14,34.705,39.46884
K16R82P, resonant,9,5, SH,44.452,0.194,19.763,35.828312
K16R82Q, classical, m,0, S,44.995,0.065,4.335,42.070325
K16R82R, classical, m,0, S,43.86,0.043,2.309,41.97402
K16R82S, classical, m,0, S,43.053,0.043,2.871,41.201721
K16R82T, classical, m,0, S,46.66,0.234,20.523,35.74156
K16R82X, classical, m,0, S,46.985,0.198,13.356,37.68197
K16S55Q, classical, m,0, S,43.147,0.105,17.539,38.616565
K16S55U, classical, i,0, S,37.995,0.033,27.793,36.741165
K16S55Y, resonant,3,2, S,39.356,0.182,17.273,32.193208
K16S56A, detached,0,0, S,49.614,0.271,16.634,36.168606
K16S56B, classical, m,0, S,40.155,0.065,17.357,37.544925
K16S56K, classical, m,0, S,42.838,0.094,15.573,38.811228
K16S56N, classical, m,0, I,45.692,0.198,26.681,36.644984
K16S56Y, classical, m,0, S,42.802,0.114,14.015,37.922572
K16S57F, resonant,3,2, S,39.266,0.211,16.907,30.980874
K16S57U, classical, m,0, S,45.59,0.187,23.375,37.06467
K16S57W, classical, m,0, S,46.29,0.176,13.538,38.14296
K16S58E, classical, m,0, S,43.447,0.141,16.043,37.320973
K16S58Q, resonant,4,3, S,36.358,0.112,22.702,32.285904
K16S59A, scattering,0,0, I,244.955,0.84,21.527,39.1928
K16S59C, classical, m,0, S,44.342,0.138,13.849,38.222804
K16SA5Z, classical, m,0, S,42.876,0.031,2.931,41.546844
K16SA6B, classical, m,0, S,44.005,0.033,4.551,42.552835
K16SA6D, resonant,40,1, IH,349.875,0.878,4.812,42.68475
K16T94S, resonant,3,2, S,39.331,0.182,36.678,32.172758
K16T94T, classical, m,0, S,41.934,0.167,31.695,34.931022
K16T94W, classical, m,0, S,42.719,0.067,28.888,39.856827
K16T94Z, classical, m,0, S,44.242,0.162,24.161,37.074796
K16TC0N, classical, o,0, I,52.751,0.172,29.424,43.677828
K16TC0P, scattering,0,0, I,166.939,0.76,32.639,40.06536
K16TH6L, classical, m,0, S,46.969,0.224,21.238,36.447944
K16UR3L, classical, m,0, S,41.583,0.118,24.833,36.676206
K16UR3O, resonant,2,1, S,47.899,0.203,16.072,38.175503
K16UR3Q, classical, m,0, S,43.529,0.151,28.706,36.956121
K16W75B, classical, m,0, S,45.599,0.186,20.602,37.117586
K16X34O, classical, m,0, S,46.448,0.117,34.342,41.013584
K17DC1M, classical, m,0, S,44.382,0.067,10.207,41.408406
K17DC1N, resonant,2,1, S,47.793,0.228,15.207,36.896196
K17FG1P, resonant,2,1, IH,47.817,0.163,15.211,40.022829
K17FH3E, detached,0,0, I,105.183,0.6,30.962,42.0732
K17O69F, resonant,3,2, S,39.436,0.212,13.659,31.075568
K17O69G, resonant,20,13, I,40.094,0.073,25.24,37.167138
K17OG6W, resonant,3,2, S,39.452,0.257,2.334,29.312836
K17OG6X, classical, m,0, I,44.137,0.075,2.43,40.826725
K17QD1Q, classical, m,0, S,43.367,0.077,3.388,40.027741
K17RD7Y, classical, m,0, I,45.86,0.165,33.278,38.2931
K17RD7Z, classical, m,0, S,45.966,0.211,16.895,36.267174
K17SR7E, resonant,5,1, IH,88.311,0.548,30.627,39.916572
K17Y03K, resonant,3,2, S,39.488,0.281,2.205,28.391872
K18A18Z, detached,0,0, I,54.948,0.277,15.961,39.727404
K18A39H, classical, o,0, I,55.318,0.183,29.265,45.194806
K18VD7O, resonant,5,2, I,55.336,0.185,38.959,45.09884
K19E05U, scattering,0,0, I,1243.358,0.962,18.207,47.247604
K19G23J, classical, m,0, S,43.909,0.078,0.483,40.484098
K19GE0M, resonant,4,3, S,36.448,0.077,4.693,33.641504
K19QA9S, resonant,7,4, IH,43.653,0.057,1.029,41.164779
K19QA9T, classical, m,0, S,46.036,0.114,1.94,40.787896
K19QA9U, classical, m,0, S,45.838,0.094,11.192,41.529228
K19QA9Y, classical, m,0, S,46.369,0.101,6.988,41.685731
K19QA9Z, classical, m,0, S,44.332,0.072,5.549,41.140096
K19QB0A, classical, m,0, S,45.214,0.097,2.071,40.828242
K19QB0B, classical, m,0, S,42.496,0.025,3.571,41.4336
K19QB0C, classical, m,0, S,45.845,0.005,0.575,45.615775
K19QB0D, classical, m,0, I,43.048,0.054,2.77,40.723408
K19QB0E, classical, m,0, S,43.501,0.012,1.964,42.978988
K19QB0G, classical, m,0, S,43.898,0.078,0.341,40.473956
K19QB0H, classical, m,0, S,44.073,0.098,0.886,39.753846
K19QB0J, classical, m,0, S,43.993,0.07,1.498,40.91349
K19QB0K, resonant,2,1, S,47.675,0.186,12.237,38.80745
K19QB0L, classical, m,0, S,44.361,0.097,4.072,40.057983
K19QB0M, classical, m,0, IH,43.035,0.114,9.132,38.12901
K19QB0N, classical, m,0, S,45.53,0.068,3.085,42.43396
K19QB0O, classical, m,0, S,43.035,0.047,2.386,41.012355
K19QB0Q, classical, m,0, S,44.684,0.071,6.082,41.511436
K19QB0R, classical, m,0, S,43.215,0.024,1.446,42.17784
K19QB0S, classical, m,0, S,44.434,0.04,1.737,42.65664
K19QB0T, classical, m,0, S,45.486,0.123,6.997,39.891222
K19QB0U, classical, m,0, S,45.427,0.082,1.69,41.701986
K19QB0W, classical, m,0, S,42.728,0.024,2.311,41.702528
K19QB0X, resonant,7,4, I,43.672,0.074,3.416,40.440272
K19QB0Y, classical, m,0, S,42.641,0.08,1.986,39.22972
K19QB0Z, resonant,3,2, IH,39.287,0.121,9.997,34.533273
K19QB1A, classical, m,0, S,44.441,0.065,3.689,41.552335
K19QB1B, classical, m,0, I,42.505,0.158,24.163,35.78921
K19QB1C, classical, m,0, I,43.195,0.036,1.786,41.63998
K19QB1D, classical, m,0, S,43.091,0.062,2.741,40.419358
K19QB1E, classical, m,0, S,43.904,0.045,1.892,41.92832
K19QB1F, classical, m,0, I,44.31,0.079,3.376,40.80951
K19QB1G, classical, m,0, S,43.17,0.052,2.317,40.92516
K19QB1H, classical, m,0, S,44.382,0.073,3.181,41.142114
K19QB1J, classical, m,0, I,42.841,0.019,2.538,42.027021
K19QB1L, classical, m,0, S,43.199,0.071,2.357,40.131871
K19QB1M, classical, m,0, I,44.951,0.107,2.732,40.141243
K19QB1N, classical, m,0, S,44.881,0.037,2.64,43.220403
K19QB1O, classical, o,0, I,55.333,0.224,18.119,42.938408
K19QB1P, classical, m,0, S,42.405,0.011,3.118,41.938545
K19QB1S, classical, m,0, S,42.713,0.058,0.527,40.235646
K19QB1T, classical, m,0, S,43.739,0.032,1.543,42.339352
K19QB2D, classical, m,0, S,42.985,0.017,0.532,42.254255
K19QB2E, classical, m,0, S,44.579,0.058,3.584,41.993418
K19QB2F, resonant,3,2, I,39.297,0.208,11.873,31.123224
K19R04O, classical, m,0, IH,41.663,0.176,19.846,34.330312
K19SN5B, classical, m,0, S,43.007,0.095,21.707,38.921335
K19SN5H, classical, m,0, S,46.188,0.134,26.991,39.998808
K19SN5J, classical, m,0, S,41.949,0.056,17.724,39.599856
K19SN5K, classical, m,0, S,44.035,0.061,0.901,41.348865
K19SN5M, classical, m,0, I,43.166,0.064,1.952,40.403376
K19SN5N, classical, m,0, S,45.2,0.163,12.133,37.8324
K19SN5O, classical, m,0, S,43.925,0.054,2.623,41.55305
K19SN5P, classical, m,0, S,43.906,0.073,3.784,40.700862
K20B63Q, classical, m,0, S,42.78,0.032,3.163,41.41104
K20D06J, classical, m,0, IH,43.602,0.079,0.464,40.157442
K20F38Q, detached,0,0, I,48.878,0.259,8.831,36.218598
K20K11P, classical, m,0, S,45.417,0.163,22.204,38.014029
K20K11Q, resonant,9,5, S,44.488,0.111,3.321,39.549832
K20K53L, classical, m,0, S,43.5,0.034,2.405,42.021
K20K53M, classical, m,0, I,44.515,0.071,1.963,41.354435
K20K53Y, scattering,0,0, I,48.834,0.526,4.719,23.147316
K20K54E, resonant,3,2, S,39.472,0.213,21.408,31.064464
K20K56J, classical, m,0, I,44.014,0.028,2.73,42.781608
K20Q83H, resonant,3,2, S,39.251,0.251,22.515,29.398999
K20S35E, resonant,5,3, S,42.309,0.191,7.728,34.227981
K20U73Y, classical, m,0, I,42.987,0.059,1.419,40.450767
K20U73Z, classical, m,0, S,46.467,0.075,0.615,42.981975
K20U74A, classical, m,0, S,43.886,0.084,2.306,40.199576
K20U74C, classical, m,0, S,44.097,0.125,22.003,38.584875
K20U74D, resonant,3,2, IH,39.275,0.01,11.125,38.88225
K20U74E, classical, m,0, S,43.765,0.066,2.83,40.87651
K20U74F, classical, m,0, I,44.016,0.073,1.857,40.802832
K21C46J, classical, m,0, S,43.863,0.04,3.365,42.10848
K21D15M, classical, m,0, S,45.594,0.038,2.388,43.861428
K21D15N, classical, m,0, S,44.041,0.053,2.837,41.706827
K21D15O, classical, o,0, S,50.79,0.169,22.951,42.20649
K21D15S, classical, m,0, S,43.423,0.047,2.548,41.382119
K21D17G, classical, o,0, S,62.056,0.228,30.438,47.907232
K21D17H, classical, m,0, S,45.946,0.137,10.898,39.651398
K21D17J, detached,0,0, S,55.067,0.256,24.652,40.969848
K21D18K, scattering,0,0, I,779.848,0.943,15.426,44.451336
K21D19N, classical, m,0, S,46.968,0.117,3.193,41.472744
K21GC2U, detached,0,0, S,60.842,0.328,11.545,40.885824
K21GC2W, classical, m,0, I,42.495,0.029,0.48,41.262645
K21L43N, resonant,2,1, S,47.729,0.229,7.745,36.799059
K21L43P, scattering,0,0, I,169.463,0.766,8.997,39.654342
K21L43U, classical, m,0, S,42.784,0.019,3.125,41.971104
K21L44D, resonant,3,2, I,39.375,0.304,1.804,27.405
K21Q98H, classical, m,0, S,42.987,0.018,1.939,42.213234
K21RK5R, scattering,0,0, I,991.011,0.944,7.644,55.496616
K21RN6U, classical, m,0, S,44.248,0.059,0.562,41.637368
K21RN6W, classical, m,0, I,45.842,0.124,4.352,40.157592
K21RN6X, classical, m,0, S,44.182,0.073,0.55,40.956714
K21RN6Y, classical, m,0, S,42.97,0.021,1.48,42.06763
K21RN6Z, classical, m,0, I,43.535,0.085,14.455,39.834525
K21RN7B, classical, m,0, I,42.841,0.032,2.001,41.470088
K21RN7C, classical, m,0, S,45.735,0.085,1.349,41.847525
K21RN7D, classical, m,0, S,41.688,0.133,33.003,36.143496
K21RN7E, classical, m,0, S,45.476,0.119,2.218,40.064356
K21RN7F, classical, m,0, S,44.043,0.094,3.973,39.902958
K21RN7G, classical, m,0, S,43.08,0.071,2.259,40.02132
K21RN7H, classical, m,0, S,44.465,0.052,2.338,42.15282
K21RN7J, classical, m,0, S,43.852,0.023,1.676,42.843404
K21RN7K, classical, m,0, S,42.904,0.051,4.074,40.715896
K21RN7M, resonant,3,2, S,39.348,0.192,12.029,31.793184
K21RN7N, classical, m,0, S,45.497,0.071,2.594,42.266713
K21RN7R, classical, m,0, S,43.161,0.084,21.163,39.535476
K21RN7S, classical, m,0, S,43.043,0.01,1.251,42.61257
K21RN7T, resonant,3,2, S,39.459,0.125,2.785,34.526625
K21RN7U, classical, m,0, I,44.351,0.068,2.537,41.335132
K21RN7V, detached,0,0, I,80.876,0.514,28.74,39.305736
K21RN7X, classical, m,0, I,42.595,0.037,2.81,41.018985
K21RN8N, classical, m,0, S,42.867,0.05,1.188,40.72365
K21TG5H, scattering,0,0, S,39.622,0.456,154.922,21.554368
K21TJ2H, classical, m,0, S,42.906,0.038,1.893,41.275572
K21TJ2K, classical, m,0, S,43.939,0.048,1.695,41.829928
K21X07D, detached,0,0, S,48.387,0.287,12.04,34.499931
K22F12G, classical, m,0, I,41.636,0.142,21.275,35.723688
K22F12K, classical, m,0, I,47.601,0.019,24.107,46.696581
K22G03Y, resonant,5,3, S,42.296,0.101,1.76,38.024104
K22G03Z, classical, m,0, S,41.483,0.033,15.815,40.114061
